customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,kfold
3841-CONLJ,Female,0,Yes,No,0.0,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.1666666666666666,0.0018693745672744,No,4
7923-IYJWY,Male,1,No,No,0.9295774647887324,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.9736318407960196,0.902498269097623,No,4
9867-XOBQA,Female,0,No,Yes,0.2816901408450704,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,0.3472636815920398,0.1343641818601431,No,2
6339-DKLMK,Female,0,No,No,0.1690140845070422,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.1333333333333333,0.042828294484191,No,3
7048-GXDAY,Male,0,No,No,0.5352112676056339,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8771144278606965,0.4640953150242326,No,0
0311-UNPFF,Female,0,No,No,0.352112676056338,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.7019900497512437,0.2602757904454189,Yes,1
7734-DBOAI,Female,0,Yes,Yes,0.0,No,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,0.217412935323383,0.0024578813754904,Yes,0
2545-LXYVJ,Male,0,Yes,No,1.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),0.0243781094527363,0.1700092314793445,No,3
9391-YZEJW,Female,0,No,No,0.8591549295774649,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.753731343283582,0.6621740133856451,No,1
4923-ADWXJ,Female,0,No,No,0.3380281690140845,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.4731343283582089,0.191651280867759,No,4
8739-WWKDU,Male,1,No,No,0.3380281690140845,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.708955223880597,0.2512520193861066,Yes,0
8010-EZLOU,Male,1,No,No,0.1971830985915492,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.6164179104477612,0.1382933302561735,Yes,2
0991-BRRFB,Male,0,No,No,0.2394366197183098,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0.3099502487562188,0.0987768289868451,Yes,2
3585-ISXZP,Female,0,No,No,0.0985915492957746,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),0.7701492537313434,0.0876182783291022,Yes,3
0363-SVHYR,Male,0,Yes,Yes,0.9859154929577464,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.6825870646766168,0.7206323563351027,No,4
1768-HNVGJ,Female,1,No,No,0.619718309859155,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,0.5154228855721392,0.3512174013385645,No,0
5380-WJKOV,Male,0,No,No,0.4647887323943662,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8766169154228854,0.4073909531502423,Yes,0
5115-GZDEL,Male,0,No,Yes,1.0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.4870646766169154,0.5369143780290792,No,0
4385-ZKVNW,Male,0,Yes,Yes,0.6056338028169015,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.3646766169154228,0.2919801523194091,No,0
5214-CHIWJ,Male,0,No,No,0.3661971830985915,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,0.0203980099502487,0.0664954996538195,No,0
8405-IGQFX,Female,0,No,No,0.8732394366197184,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),0.7144278606965173,0.6690745441957073,No,3
2851-MMUTZ,Female,0,No,No,0.3661971830985915,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,0.3771144278606965,0.163922224786522,No,0
2778-OCLGR,Male,1,Yes,No,0.323943661971831,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),0.2074626865671641,0.1099123009462266,Yes,3
7243-LCGGZ,Female,0,No,No,0.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.02636815920398,0.0002423263327948,No,0
0743-HRVFF,Female,0,Yes,Yes,0.7042253521126761,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.3771144278606965,0.3323505654281098,No,4
0577-WHMEV,Female,0,Yes,No,0.2112676056338028,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,0.7208955223880598,0.1564851142395569,No,1
2990-OGYTD,Female,0,Yes,No,0.9295774647887324,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.6756218905472637,0.6767885991230095,No,4
1834-ABKHQ,Female,0,Yes,Yes,0.7183098591549296,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),0.3253731343283582,0.2990826217401338,No,1
0835-JKADZ,Female,0,No,No,0.9859154929577464,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.925373134328358,0.919149549965382,No,4
2017-CCBLH,Female,0,No,No,0.0985915492957746,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,0.017412935323383,0.0141703207939072,No,2
0206-OYVOC,Female,0,Yes,Yes,0.6338028169014085,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,0.0099502487562188,0.0975536579736903,No,2
0281-CNTZX,Male,0,Yes,No,0.8732394366197184,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),0.0169154228855721,0.1403184860373875,No,0
2890-WFBHU,Female,0,No,No,0.8169014084507042,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),0.6129353233830845,0.5501153934918072,No,2
6169-PGNCD,Female,0,No,No,0.7887323943661972,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),0.5577114427860697,0.4786002769443804,No,0
3162-KKZXO,Female,1,No,No,0.7605633802816901,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,0.8149253731343283,0.6220805446572814,No,0
5893-KCLGT,Female,0,No,Yes,1.0,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,0.0149253731343283,0.1786522040156935,No,1
7526-BEZQB,Male,0,No,No,0.1549295774647887,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7741293532338308,0.1303138702977152,Yes,1
8780-RSYYU,Female,0,No,No,0.3380281690140845,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.0094527363184079,0.0592314793445649,No,2
3556-BVQGL,Female,0,Yes,No,0.2676056338028169,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,0.017412935323383,0.0458862220170782,No,4
6119-SPUDB,Male,0,No,No,0.6338028169014085,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,0.1990049751243781,0.2003865681975536,No,0
2974-GGUXS,Female,1,Yes,No,0.4929577464788732,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.7333333333333334,0.3787502884837295,No,2
0572-ZJKLT,Female,0,Yes,Yes,0.6338028169014085,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,0.8099502487562189,0.5321255481190861,No,0
7449-HVPIV,Male,0,Yes,Yes,0.7605633802816901,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.7179104477611941,0.5862393261020078,No,0
1097-FSPVW,Female,0,No,No,0.5774647887323944,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),0.3611940298507462,0.281127394414955,No,3
9500-WBGRP,Male,0,No,No,0.9577464788732396,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,0.008457711442786,0.1442476344334179,No,3
7634-HLQJR,Female,0,Yes,Yes,0.647887323943662,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),0.017910447761194,0.1151511654742672,No,1
9896-UYMIE,Male,0,No,No,0.9154929577464788,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.9557213930348256,0.8498615278098315,No,4
2266-SJNAT,Female,0,Yes,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),0.9044776119402984,0.8966997461343181,No,1
8707-RMEZH,Female,1,Yes,No,0.9577464788732396,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),0.6870646766169154,0.696601661666282,No,4
4423-YLHDV,Female,0,Yes,No,0.2816901408450704,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.8572139303482588,0.2517251327025155,Yes,3
8746-OQQRW,Male,0,No,No,0.0422535211267605,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.0696517412935323,0.0095891991691668,No,2
9150-HEPMB,Male,0,No,No,0.7746478873239437,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,0.3427860696517413,0.3462843295638125,No,1
1591-NFNLQ,Male,0,No,No,0.7042253521126761,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),0.6144278606965173,0.4873701823217171,Yes,1
5071-FBJFS,Female,0,Yes,Yes,0.0422535211267605,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0.3189054726368159,0.0228825294253404,No,2
0318-QUUOB,Male,0,Yes,No,0.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6199004975124378,0.007125548119086,Yes,2
5049-GLYVG,Male,0,No,No,0.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.0233830845771144,0.0002077082852527,Yes,4
1077-HUUJM,Female,0,No,Yes,0.0845070422535211,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5253731343283582,0.0523713362566351,No,2
3707-LRWZD,Female,0,No,No,0.4366197183098592,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,0.6547263681592039,0.3188379875375028,Yes,0
0334-ZFJSR,Female,0,Yes,No,0.7605633802816901,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),0.4756218905472636,0.3973344103392568,No,0
8028-PNXHQ,Male,0,Yes,Yes,0.8591549295774649,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),0.0597014925373134,0.1622201707823678,No,1
8375-KVTHK,Male,0,Yes,No,0.943661971830986,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,0.8164179104477611,0.7772386337410571,No,1
1090-PYKCI,Female,0,Yes,Yes,0.9577464788732396,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),0.8641791044776118,0.83267943687976,No,3
2190-PHBHR,Female,0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),0.7582089552238807,0.7965497345949688,No,1
5125-CNDSP,Male,0,No,Yes,0.8732394366197184,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),0.2223880597014925,0.2965785829679205,No,4
6656-JWRQX,Female,0,No,No,0.0,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,0.1223880597014925,0.0013558735287329,No,0
8398-TBIYD,Female,0,No,No,1.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),0.6611940298507463,0.7115566582044772,No,1
9644-KVCNC,Female,0,No,No,0.9154929577464788,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),0.7353233830845771,0.6967574428802216,No,2
6595-COKXZ,Female,0,No,No,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.2606965174129353,0.0029598430648511,Yes,1
5669-SRAIP,Female,0,No,No,0.056338028169014,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,0.2114427860696517,0.0221497807523655,Yes,3
3594-KADLU,Male,0,Yes,No,0.028169014084507,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,0.1676616915422885,0.0094968843757212,No,4
2275-RBYQS,Female,0,No,No,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.2701492537313432,0.0030694668820678,No,3
8207-VVMYB,Female,0,Yes,No,0.971830985915493,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),0.0771144278606965,0.2294195707362105,No,1
6847-KJLTS,Female,1,Yes,No,0.8028169014084507,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.8174129353233831,0.6613201015462729,No,0
8785-CJSHH,Female,0,Yes,No,0.8309859154929577,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8114427860696517,0.6885471959381491,No,0
3108-PCCGG,Male,1,Yes,No,1.0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),0.6587064676616915,0.6786348949919225,No,2
6591-QGOYB,Male,0,No,No,0.2253521126760563,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.8796019900497513,0.1907800600046157,No,1
6199-IWKGC,Female,1,Yes,No,0.6338028169014085,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,0.8159203980099502,0.5463939533810294,No,2
0265-PSUAE,Female,0,Yes,Yes,0.2112676056338028,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),0.8203980099502487,0.1735402723286407,No,2
8823-RLPWL,Female,0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),0.9194029850746268,0.9285541195476577,No,3
3547-LQRIK,Female,0,Yes,No,0.647887323943662,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,0.0860696517412935,0.1421705515808908,No,1
8819-WFGGJ,Male,0,Yes,No,0.943661971830986,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.3567164179104477,0.4356912070159243,No,4
3419-SNJJD,Female,1,Yes,No,0.9014084507042254,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),0.8656716417910447,0.7809369951534733,Yes,4
5536-SLHPM,Female,0,Yes,No,0.7605633802816901,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.5920398009950248,0.512272097853681,Yes,1
2386-OWURY,Female,0,No,No,0.8028169014084507,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.7666666666666666,0.6691553196399723,No,3
9114-VEPUF,Male,0,Yes,No,0.8591549295774649,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,0.7746268656716417,0.69035887375952,No,1
5996-EBTKM,Female,0,Yes,Yes,0.9295774647887324,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),0.5139303482587065,0.530475421186245,No,0
2189-UXTKY,Female,0,Yes,No,0.295774647887324,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.6064676616915423,0.1989326102007846,Yes,1
9851-KIELU,Male,0,No,No,0.1267605633802817,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.9139303482587064,0.1182206323563351,Yes,4
0541-FITGH,Female,0,Yes,No,0.0140845070422535,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,0.4368159203980098,0.0108816062774059,No,3
0929-HYQEW,Male,0,No,No,0.028169014084507,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.317412935323383,0.0163916455111931,No,4
8007-YYPWD,Female,0,No,No,0.1971830985915492,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),0.0676616915422885,0.0404223401800138,No,3
4391-LNRXK,Male,0,No,No,0.295774647887324,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.7631840796019901,0.2450957765981999,No,2
1271-SJBGZ,Male,1,No,No,0.1549295774647887,No,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,0.2527363184079602,0.0586372028617586,Yes,0
2668-TZSPS,Male,0,No,No,0.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.0218905472636815,0.0001903992614816,No,1
8715-KKTFG,Female,0,Yes,No,0.8450704225352113,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.8462686567164178,0.7500057696745904,No,0
9194-GFVOI,Female,0,Yes,No,0.5774647887323944,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.6577114427860695,0.4099699976921301,No,2
9643-AVVWI,Female,0,Yes,Yes,0.028169014084507,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.6144278606965173,0.0256750519270713,No,3
9470-YFUYI,Male,1,Yes,No,0.9859154929577464,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),0.5248756218905473,0.5761943226402031,No,3
9448-REEVD,Male,0,Yes,No,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.2631840796019901,0.0029886914378029,Yes,4
7703-ZEKEF,Male,0,No,No,0.3098591549295775,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.6243781094527363,0.2190514654973459,Yes,2
4641-FROLU,Female,0,Yes,Yes,0.4084507042253521,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,0.0104477611940298,0.0674013385645049,No,3
0871-URUWO,Male,0,Yes,No,0.1690140845070422,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.8358208955223881,0.1546503577198246,Yes,2
7133-VBDCG,Female,0,No,No,0.3380281690140845,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.6129353233830845,0.2303888760673898,Yes,1
6892-XPFPU,Male,1,Yes,No,0.323943661971831,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8557213930348259,0.2786868220632356,Yes,4
0463-ZSDNT,Male,0,No,No,0.1267605633802817,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.3830845771144279,0.0559023771059312,No,1
5124-EOGYE,Male,0,No,No,0.4225352112676057,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,0.0218905472636815,0.0715151165474267,No,2
7037-MTYVW,Male,0,Yes,Yes,0.5211267605633804,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.6681592039800995,0.3782829448419109,No,1
5288-AHOUP,Male,1,No,No,0.1408450704225352,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.599502487562189,0.0987075928917609,No,4
8313-KTIHG,Male,0,No,No,0.0422535211267605,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.4283582089552238,0.0266097392107085,No,0
5376-PCKNB,Male,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0.8577114427860696,0.8585506577429033,No,3
7989-AWGEH,Male,0,Yes,Yes,0.676056338028169,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.208457711442786,0.2099411493191784,No,1
6500-JVEGC,Male,0,No,No,0.943661971830986,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),0.8268656716417909,0.8183648742210939,No,2
2957-LOLHO,Male,0,No,No,0.1549295774647887,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.2701492537313432,0.0577082852527117,Yes,1
8627-ZYGSZ,Male,0,Yes,No,0.647887323943662,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,0.6034825870646766,0.4190572351719362,No,2
6629-CZTTH,Male,0,No,No,0.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,0.372636815920398,0.0042580198476805,Yes,2
2114-MGINA,Female,0,No,No,0.1830985915492957,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,0.7119402985074627,0.128121393953381,Yes,2
1215-EXRMO,Male,0,Yes,No,0.6901408450704226,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,0.0228855721393034,0.121030463881837,No,0
0282-NVSJS,Female,1,Yes,Yes,0.1549295774647887,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,0.1099502487562189,0.0388991460881606,No,3
5564-NEMQO,Female,1,No,No,0.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.5676616915422885,0.006519732287099,Yes,4
0847-HGRML,Male,0,No,Yes,0.8591549295774649,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),0.017412935323383,0.1420840064620355,No,4
3842-IYKUE,Female,0,No,No,0.4788732394366197,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),0.6671641791044776,0.3344911147011308,Yes,4
5781-RFZRP,Male,0,Yes,No,0.9859154929577464,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),0.5497512437810945,0.6160800830833141,No,3
3391-JSQEW,Male,0,Yes,No,0.5492957746478874,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0.317412935323383,0.2353681052388645,No,3
4633-MKHYU,Female,0,No,No,0.1126760563380281,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,0.6980099502487562,0.0888299099930764,No,0
4060-LDNLU,Male,0,No,No,0.0845070422535211,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,0.7756218905472637,0.0716478190630048,No,0
7274-RTAPZ,Male,0,No,No,0.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7194029850746269,0.0082794830371567,Yes,2
3345-PBBFH,Male,0,Yes,No,0.0985915492957746,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.3114427860696517,0.0432321717055158,No,4
8699-ASUFO,Male,1,Yes,No,0.0845070422535211,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.5587064676616916,0.0587468266789753,Yes,4
9919-KNPOO,Female,0,Yes,No,0.2816901408450704,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7567164179104477,0.2226575121163166,No,0
8111-SLLHI,Male,1,Yes,No,0.5352112676056339,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8696517412935324,0.4922686360489268,Yes,2
